"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000072676",1312.22606804105,-1.67350543719086,0.120070975594977,-13.9376350437587,3.74133133004498e-44,6.07436499412158e-42
"ENSMUSG00000020089",1362.03260306839,-1.74809058167917,0.125563480517362,-13.9219665979032,4.65905835381256e-44,7.52089833574064e-42
"ENSMUSG00000086213",330.920368950256,-5.51230788422428,0.39953710866692,-13.796735683993,2.66656639498216e-43,4.27991525155765e-41
"ENSMUSG00000044703",216.228543252629,-4.9437227070388,0.36014230644977,-13.7271367970436,6.98393424361912e-43,1.11457241497031e-40
"ENSMUSG00000027078",3311.04098641032,-3.05477697130473,0.223257899491211,-13.6827273671675,1.28770596098434e-42,2.04345113175865e-40
"ENSMUSG00000024786",88.6405448280275,-5.19574420869499,0.381174670112999,-13.6308748090599,2.62415660889751e-42,4.14086015902883e-40
"ENSMUSG00000042901",2382.78747737401,-1.93215168553176,0.142146291702556,-13.5926984966644,4.42461175775436e-42,6.94293268445834e-40
"ENSMUSG00000035517",2346.00093666289,-0.984440171822364,0.0726106660640484,-13.5577901317419,7.125047646456e-42,1.11182410163142e-39
"ENSMUSG00000025701",790.899276447795,2.23750303808333,0.165160841000437,13.5474185317173,8.20657592118265e-42,1.27351549433248e-39
"ENSMUSG00000029798",1826.62267340753,-4.41475075150122,0.326226327178064,-13.532785013674,1.00156049464529e-41,1.54570500953829e-39
"ENSMUSG00000041773",1583.29967246856,-1.23077001585842,0.0914681183737324,-13.4557268449492,2.84923723485006e-41,4.37318991543544e-39
"ENSMUSG00000029322",7802.56586709751,-2.51352675528493,0.187299945167625,-13.4197944000221,4.629959304787e-41,7.06773353004658e-39
"ENSMUSG00000033781",1360.79542682549,-1.50204298358969,0.112295496917685,-13.3758078001179,8.37389657930224e-41,1.27138382226725e-38
"ENSMUSG00000066258",2045.72665909179,-2.3209624499235,0.174241019302036,-13.3204136386522,1.7612895946564e-40,2.65973667390908e-38
"ENSMUSG00000073489",2234.48386442212,-4.63859501251246,0.348344279477798,-13.3161222554485,1.86548064681873e-40,2.80201178651575e-38
"ENSMUSG00000039899",4931.43575621682,-2.31911482027827,0.174825580763718,-13.2653059703695,3.67916119615321e-40,5.4968233871038e-38
"ENSMUSG00000047098",1976.62700985725,-1.24546321838955,0.0939781904700139,-13.2526835445607,4.35352962061345e-40,6.46994391448628e-38
"ENSMUSG00000021281",6207.32534504214,-1.3059129917683,0.100232119383314,-13.0288873447258,8.38210390220488e-39,1.23913965476385e-36
"ENSMUSG00000059089",4285.44281253264,-3.34705090012698,0.257956260121824,-12.9752652583282,1.69010224385586e-38,2.48542365578133e-36
